;artist.hotttnesss;bars_confidence;bars_start;beats_confidence;beats_start;duration;end_of_fade_in;familiarity;key_confidence;latitude;mode_confidence;release.id;song.hotttnesss;start_of_fade_out;tatums_confidence;tatums_start;tempo;terms_freq;time_signature_confidence;year;spotify_popularity;target_h
206;0;105;1.69231;558;0.3668;271.77751;0;0.332330882;674;37.1573567501336;556;409251;0.319565987;267.761;1;0.14552;90.648;1;1;2004;0.1;0.319565987
208;0.453435791;0;0.34565;0;0.34565;133.27628;0;0.632242851;783;40.71455;674;603055;0.360370583;117.661;0;0.34565;89.86;1;368;2005;0.1;0.360370583
209;0.535408379;0.1;0.43373;995;0.05059;264.69832;0;0.916058239;594;37.1573567501336;509;435050;0.566988444;251.141;995;0.05059;156.097;1;1;2006;0.15;0.566988444
211;0.313989733;43;0.16804;744;0.16804;240.3522;132;0.392570166;611;37.1573567501336;544;752185;NA;233.465;837;0.16804;86.689;1;859;0;0.28;0.28
213;0.371760895;0.15;1.97986;1;0.13473;235.80689;131;0.458055179;391;40.71455;316;150501;0.253834736;235.807;9;0.13473;101.03;0.982156256;0.58;0;0.01;0.253834736
214;0.349476327;26;0.68185;1;0.2964;192.1824;0.27;0.618002715;211;37.1573567501336;363;105115;0.519403046;192.182;936;0.10319;155.038;0.871237163;0.41;2007;0.11;0.519403046
215;0.36228409;199;1.58983;611;0.39362;418.87302;264;0.465194733;826;31.55379;912;142192;0.437351761;411.481;0;0.09325;117.168;1;1;1989;0.01;0.437351761
216;0.351624469;0;0.17434;0;0.17434;198.26893;0;0.483703807;414;37.1573567501336;485;296995;0.676548906;193.782;0;0.17434;132.967;1;405;2003;NA;0.676548906
217;0.354725755;16;1.72068;693;1.29819;420.10077;7.367;0.633817882;1;52.8029;726;146503;NA;412.473;0.05;1.07786;139.91;0.928908881;1;1996;0.01;0.01
218;0.446071584;0.88;1.86974;687;0.57631;397.26975;392;0.574400789;535;43.07295;333;223472;0.460541281;397.27;325;0.25336;95.882;1;0;1999;NA;0.460541281
219;0.353000688;244;0.68126;638;0.23462;229.79873;205;0.44104996;685;37.1573567501336;418;457879;0.495293621;226.441;411;0.08525;135.175;0.796353591;639;1995;0.06;0.495293621
223;0.365339653;43;0.47165;726;0.47165;415.03302;0;0.62799739;0.46;37.1573567501336;716;775316;0;372.663;1;0.23761;83.326;0.877277288;1;0;NA;0
224;0.3008559;291;0.62429;623;0.62429;133.53751;2.235;0.453171007;0;31.1689;0;599989;NA;133.538;65;0.62429;117.667;0.852164388;255;0;0;0
225;0.343275661;0.18;0.6871;446;0.6871;266.70975;0;0.583773265;731;37.1573567501336;577;80339;NA;257.225;266;0.24622;90.908;0.836620552;1;0;0;0
226;0.819588282;71;1.03982;938;0.25338;284.3424;206;0.918451789;0.49;37.1573567501336;469;624887;NA;267.685;306;0.05455;151.953;1;198;2008;0.53;0.53
227;0.47722519;5;0.88942;507;0.88942;179.06893;844;0.73699197;437;36.16778;465;726003;0;175.92;332;0.88942;161.054;0.97699572;0.67;0;NA;0
229;0.317248425;7;1.11054;838;0.1732;320.60036;0;0.422971308;802;30.24216;463;460988;0;303.044;1;0.1732;128.219;1;859;0;NA;0
230;0.314882184;0;3.12601;572;2.53688;302.36689;14.588;0.50039601;1;37.1573567501336;947;590998;0;284.595;24;2.23347;101.229;1;634;0;0;0
232;0.498668875;39;0.89509;1;0.4155;327.8624;0.38;0.693009204;509;51.27562;519;2016;0.688521844;316.447;528;0.17571;125.975;1;794;2001;0.46;0.688521844
233;0.555138322;56;0.44481;879;0.05666;286.30159;177;0.81592342;529;37.1573567501336;317;74586;0.557880389;273.601;289;0.05666;154.09;0.946255702;625;2007;0.38;0.557880389
235;0.52040786;88;0.95072;1;0.33341;168.75057;281;0.747708669;445;34.05349;419;160605;0;165.86;1;0.33341;97.099;0.882434774;1;1989;NA;0
237;0.282286406;712;0.58716;712;0.58716;185.67791;234;0.362800142;0.04;33.45081;123;161810;NA;178.765;594;0.30595;101.41;1;0;0;0;0
238;0.625080481;264;0.54425;794;0.25604;218.8273;194;0.847081688;355;37.1573567501336;354;559004;0.696469437;218.827;576;113;186.254;0.947856132;526;2003;0.36;0.696469437
239;0.374449431;122;0.5551;854;0.26867;303.04608;102;0.499939221;745;37.1573567501336;556;681616;0.215080319;292.664;426;0.12794;210.47;1;418;1995;0.01;0.215080319
240;0.558298348;447;0.74834;299;0.11878;224.522;0;0.829135422;435;37.1573567501336;467;405643;NA;214.941;1;0.11878;94.057;0.921075999;1;1999;0.42;0.42
243;0.491828704;347;2.91664;347;2.91664;191.81669;3.146;0.679519208;137;34.05349;399;64098;0.545230294;179.868;0.05;2.91664;90.084;1;342;1986;0.23;0.545230294
244;0.467133519;689;0.14825;689;0.14825;177.24036;107;0.720808698;796;37.1573567501336;732;570488;0.447135796;171.404;727;0.14825;106.698;1;792;2009;0.21;0.447135796
245;0.574274731;447;2.49921;614;0.20127;233.58649;229;0.780461749;604;37.1573567501336;402;223563;0.784194616;233.586;282;0.20127;89.78;0.999863626;0;2001;0.27;0.784194616
246;0.266275286;137;1.21134;503;0.62753;38.3473;0;0.400433514;54;37.1573567501336;334;466577;0.214253449;38.347;343;0.33773;107.177;0.942755424;545;2000;0.01;0.214253449
247;0.374862616;0.26;1.09675;0;0.65712;100.85832;0;0.599019959;45;37.1573567501336;344;785416;0;100.858;0;0.65712;152.258;1;487;0;0.09;0
250;0.558298348;193;0.34848;927;0.34848;288.49587;107;0.829135422;439;37.1573567501336;383;282711;NA;276.95;446;0.15981;160.022;0.921075999;719;2007;0.33;0.33
251;0.351345077;16;0.80322;93;0.21688;151.53587;0;0.521712214;497;30.33138;494;443790;0;145.734;0.96;0.21688;101.492;1;1;0;NA;0
252;0.388112774;0.01;0.88661;1;0.18997;160.28689;61;0.566796475;837;43.64856;718;708314;NA;156.386;357;0.18997;86.141;0.939271597;0.77;0;0;0
253;0.497711444;26;0.94816;929;0.42407;181.55057;133;0.717991696;306;37.1573567501336;369;27997;0.621765583;173.761;732;0.16397;120.097;0.887026978;194;0;0.25;0.621765583
255;0.37425994;887;0.59386;381;0.59386;173.24363;0.09;0.621213511;364;51.50632;433;585535;0.606816327;161.414;571;0.16834;88.835;1;854;0;0.12;0.606816327
256;0.389589781;0.75;0.07702;913;0.07702;155.74159;177;0.589259678;426;33.54243;0.45;428274;0;144.689;518;0.07702;105.24;0.930691919;0;0;NA;0
258;0.409550595;96;1.56449;121;0.48327;94.06649;0;0.586000058;171;37.1573567501336;0.24;556140;NA;94.066;14;0.21636;109.636;1;935;0;0;0
259;0.586433379;381;1.03723;775;0.48534;241.52771;0;0.804523521;532;37.1573567501336;523;314;0.873702495;229.837;585;0.07522;108.264;0.999766449;902;2003;0.45;0.873702495
261;0.344814469;56;1.24011;564;0.63239;106.52689;4.104;0.444926413;0;37.1573567501336;0;448373;0.323112121;106.527;155;0.34167;97.76;0.956568016;832;2009;0.06;0.323112121
262;0.413237884;8;0.2753;989;0.2753;224.28689;2.409;0.588370653;693;37.1573567501336;501;146292;0.537503904;217.623;989;0.2753;241.877;0.926108914;947;2002;0.11;0.537503904
263;0.466826993;0.1;1.9407;995;0.63157;340.29669;374;0.711165787;403;37.1573567501336;196;509726;0.547324832;327.396;442;0.46721;91.328;1;884;1988;NA;0.547324832
264;0.394127577;422;0.25594;852;0.25594;216.55465;3.17;0.510794577;0.9;37.1573567501336;702;467695;0.494357324;209.537;92;0.25594;130.062;1;281;0;0;0.494357324
265;0.466775622;13;1.9281;983;1.05993;279.2224;2.009;0.690080124;905;37.1573567501336;883;287672;0.360370583;265.834;725;0.47298;68.734;1;0;1998;0.03;0.360370583
266;0.292656454;64;1.53215;877;0.28794;158.56281;223;0.342558954;954;37.1573567501336;647;662561;0;153.211;816;0.28794;94.658;1;653;0;NA;0
267;0.374271174;636;0.55116;636;0.55116;234.44853;374;0.626436382;166;18.01571;211;206882;0.345802234;222.546;842;0.55116;102.055;1;0;2005;0.11;0.345802234
268;0.291539727;901;0.24263;901;0.24263;155.95057;299;0.39413854;745;34.31109;704;493266;0.462643183;144.283;447;0.24263;109.065;1;0.04;2001;NA;0.462643183
269;0.244243643;73;0.94024;0;0.28878;233.53424;0;0.341937434;741;37.1573567501336;548;577462;0;226.04;654;0.28878;184.981;0.999155923;0.32;0;NA;0
270;0.411448143;135;0.03033;0;0.03033;256.80934;0;0.583231605;638;40.14323;684;611258;0.405115722;242.95;362;0.03033;201.802;1;896;2000;NA;0.405115722
271;0.606630152;43;1.46506;593;0.9623;234.65751;638;0.686988955;572;37.1573567501336;382;293884;NA;217.281;992;0.71179;119.67;1;686;1984;0.31;0.31
273;0.379436972;97;0.47606;803;0.05935;159.03302;318;0.635757022;703;37.1573567501336;653;692436;0;150.065;803;0.05935;165.668;1;928;0;NA;0
274;0.283699176;383;0.52049;545;0.20247;214.04689;0;0.418610662;695;37.1573567501336;0.61;783225;NA;206.542;0.58;0.04346;188.056;1;1;0;0;0
275;0.593624366;215;1.09625;531;0.26708;301.06077;0;0.808784962;569;37.1573567501336;591;386120;NA;290.743;664;0.06075;143.97;0.999713741;456;2007;0.3;0.3
276;0.399451724;853;1.1755;853;1.1755;109.37424;2.258;0.698770478;163;40.14323;348;63865;0.615372256;101.825;174;0.68035;61.883;0.916559613;0.56;1987;NA;0.615372256
279;0.378498493;194;1.06912;481;0.27715;239.98649;5.939;0.473626728;0.03;43.04181;0.39;762292;0.193857803;226.476;71;0.0787;144.836;1;442;2002;NA;0.193857803
280;0.605507136;551;0.82669;391;0.30176;229.642;0;0.80113645;548;37.1573567501336;602;128122;0.658623927;226.22;655;0.30176;108.499;0.999818045;785;2005;NA;0.658623927
281;0.482131081;136;1.09797;299;0.78697;143.98649;0;0.609538992;673;37.1573567501336;677;532741;0;134.6;864;0.63224;193.978;0.985856331;0;2007;0.38;0
282;0.233131687;24;1.08229;552;0.47129;153.20771;0;0.062570763;0;37.1573567501336;0;530802;0.194735229;146.431;0.21;0.17752;88.935;0.993865493;777;0;0;0.194735229
283;0.50654532;16;1.18037;843;0.53116;316.65587;164;0.668509447;613;37.1573567501336;462;327425;0.274281704;311.664;0.96;0.20573;91.69;0.937520268;825;2007;NA;0.274281704
284;0.634412385;117;1.30509;526;0.11465;182.09914;0;0.787098356;76;37.1573567501336;342;171820;0.31276992;182.099;902;0.11465;210.8;0.998128657;411;1982;NA;0.31276992
285;0.405031298;174;1.75476;764;0.2587;205.21751;386;0.655359115;666;56.65286;578;382970;0.419674279;195.785;376;0.06753;82.205;0.912323738;945;2008;0.02;0.419674279
287;0.409292117;0.02;0.5877;0.91;0.21538;316.73424;165;0.60542429;356;37.1573567501336;524;216819;0.531612769;307.177;453;0.21538;162.682;0.883212566;0;1989;0.14;0.531612769
288;0.333154508;949;0.49337;949;0.49337;431.64689;738;0.426683814;191;34.05349;366;281210;NA;421.97;436;0.49337;106.219;0.971733255;0;0;0.05;0.05
289;0.319209721;23;0.62925;698;0.27432;183.37914;207;0.421792253;686;53.93063;508;495430;0;172.815;583;0.09063;172.337;0.908385159;0;0;NA;0
290;0.324430892;71;0.66029;809;0.1062;324.51873;73;0.483243067;0.75;37.1573567501336;675;99987;NA;320.372;247;0.1062;210.305;0.969921695;561;1993;0.01;0.01
291;0.307902094;189;1.03068;477;0.33489;172.01587;331;0.415784608;35;37.1573567501336;607;662558;0;167.869;139;0.33489;175.393;0.931449931;751;1991;0.07;0
292;0.623970266;76;1.64218;195;0.22963;165.66812;154;0.708439814;301;37.1573567501336;358;375715;NA;160.508;195;0.22963;128.459;0.80351834;937;2005;0.15;0.15
293;0.482298832;131;1.42728;828;0.2964;377.67791;537;0.612837504;656;37.28848;463;380099;0;364.037;387;0.2964;109.671;1;824;2004;0;0
295;0.3268453;99;1.4013;947;0.44651;153.28608;0;0.564512291;87;37.1573567501336;468;345570;0.721572661;147.696;1;0.20795;125.558;0.907419918;1;2006;NA;0.721572661
298;0.527066335;858;0.20873;858;0.20873;168.38485;0;0.685125411;327;37.1573567501336;578;285631;NA;156.032;605;0.20873;98.49;0.991228695;0;1998;0.09;0.09
300;0.379137556;771;1.69872;821;0.82306;159.76444;229;0.66229871;603;40.86034;134;332859;NA;155.527;886;0.38414;68.283;0.961606024;692;1960;0.61;0.61
302;0.44974631;15;0.89194;1;0.44938;465.60608;409;0.487220327;533;37.1573567501336;598;555209;0.582918459;458.455;1;0.22866;134.014;0.975264555;109;0;NA;0.582918459
303;0.604655128;154;0.75775;781;0.05171;247.77098;0;0.842368944;454;37.1573567501336;407;512607;0.352232225;233.982;1;0.05171;85.157;0.916788516;0;0;NA;0.352232225
304;0.258671268;483;0.82991;531;0.09687;165.98159;0;0.44240829;0.49;36.73112;648;331289;0.274073578;156.624;904;0.09687;86.162;1;1;0;0.01;0.274073578
305;0.298372721;0.01;1.83315;299;0.52075;368.16934;288;0.362358559;252;19.4319;393;552899;0.319565987;351.469;1;0.08404;93.106;1;0;1995;0.1;0.319565987
307;0.403784235;252;4.45887;536;0.64848;266.4224;0;0.542512528;358;37.1573567501336;324;355081;0.636287224;266.422;73;0.13044;80.149;1;1;2000;0.2;0.636287224
309;0.414236248;362;0.53173;0.55;0.53173;313.7824;427;0.716854352;241;37.1573567501336;362;711137;NA;308.094;331;0.53173;107.197;0.962148617;1;1989;0.31;0.31
310;0;261;4.40296;458;3.4443;265.37751;4.093;0.264713987;446;37.1573567501336;494;291030;NA;265.378;86;3.20897;124.177;1;681;0;0.19;0.19
311;0.362902986;242;0.81851;844;0.50946;167.20934;0;0.559991415;605;56.46137;677;160060;NA;156.34;347;0.3557;196.034;0.91052814;868;1989;0.17;0.17
313;0.359757244;17;1.24897;579;0.32576;356.41424;67;0.625157654;651;37.1573567501336;531;816238;NA;352.775;898;0.09605;130.861;0.871822216;132;0;0.14;0.14
315;0.262798505;79;1.16763;577;0.18636;256.39138;0;0.353911957;0.59;37.1573567501336;0.67;570453;NA;239.56;443;0.18636;122.174;0.931358347;302;0;0;0
316;0.420937755;19;0.26197;0;0.26197;316.49914;2.061;0.6051397;0.6;34.05349;657;296873;0.761303218;303.148;0.37;0.26197;95.981;0.892937884;186;1999;0.09;0.761303218
318;0.446732968;22;0.65984;0.59;0.09582;224.60036;85;0.68550363;719;42.78668;565;424081;0.425124658;219.214;458;0.09582;210.871;0.975207319;1;1989;0.15;0.425124658
320;0.401997543;328;0.25199;328;0.25199;259.44771;212;0.581793766;412;37.1573567501336;329;249138;0;249.667;1;0.06293;106.689;1;612;0;NA;0
321;0.592614927;249;0.26987;0;0.26987;236.25098;4.569;0.851417629;5;28.53823;0.51;307477;NA;226.569;128;0.26987;112.787;1;572;1999;0.67;0.67
322;0.404897336;142;2.12633;835;0.80142;43.36281;0;0.593496044;0.02;40.71455;361;627950;0;43.363;212;0.46098;93.779;0.859456677;666;2000;0;0
324;0.417593317;272;1.88078;825;1.88078;243.82649;2.798;0.480752276;126;37.1573567501336;293;281563;NA;229.32;618;1.88078;133.339;1;0.82;0;0.01;0.01
325;0.310614282;8;0.86414;1;0.24834;241.47546;194;0.637533386;996;37.77916;865;671475;0;223.927;976;0.24834;98.718;0.922318762;822;0;NA;0
326;0.387635478;673;0.1545;673;0.1545;183.17016;317;0.545435239;923;40.99471;721;251703;NA;175.044;0;0.1545;74.072;0.985679067;888;0;0;0
327;0.405352011;3;0.0462;968;0.0462;424.12363;0;0.596845852;466;39.49974;437;274876;NA;403.331;1;0.0462;130.006;1;628;0;0;0
329;0.310544672;574;0.08264;574;0.08264;138.63138;206;0.421187326;196;37.1573567501336;197;338931;0;134.24;756;0.08264;159.587;0.963882776;33;0;NA;0
330;0.372232889;98;1.82138;0.85;0.57911;270.602;504;0.524265131;0.69;37.1573567501336;693;488293;0.473346541;265.752;0.85;0.57911;192.702;1;922;1993;0.11;0.473346541
331;0;46;0.89878;0;0.28949;173.19138;5.05;0.018917567;43;37.77916;291;173863;NA;167.3;0.05;0.28949;98.11;1;0.65;0;0;0
332;0.320517791;9;0.74186;643;0.23924;218.38322;199;0.47013483;403;37.1573567501336;479;300163;0.400443466;211.011;617;0.23924;118.595;1;664;0;NA;0.400443466
334;0.335933116;31;2.16497;425;0.69213;230.71302;421;0.531757816;282;56.27609;269;102907;NA;219.417;1;0.20093;81.319;0.913155629;125;0;0.13;0.13
335;0.431824888;82;0.0578;0;0.0578;407.37914;701;0.556566973;7;45.80726;436;464781;0;401.421;1;0.0578;89.345;1;1;0;NA;0
336;0.396356237;56;0.36965;617;0.02683;337.68444;0;0.654594982;409;37.1573567501336;414;546323;0.392008772;326.995;1;0.02683;174.993;1;753;2005;NA;0.392008772
339;0.253785313;29;0.08946;651;0.08946;338.23302;0;0.44259318;262;37.1573567501336;388;555533;NA;323.111;645;0.08946;231.867;0.987489396;655;0;0.02;0.02
341;0.294053193;34;1.82394;1;0.57608;207.43791;537;0.476747681;674;37.1573567501336;559;615284;0.419125893;198.159;608;0.10426;97.538;0.864554183;727;2004;NA;0.419125893
344;0.3228233;111;0.1353;111;0.1353;197.19791;0;0.331874147;525;8.4177;365;92936;0.253834736;185.481;496;0.1353;159.233;1;39;2003;0.06;0.253834736
346;0.366820788;46;0.92052;636;0.32965;326.00771;0;0.575674219;392;32.74863;631;56617;0.662493161;320.012;446;0.32965;100.415;1;0.7;0;NA;0.662493161
347;0.377593082;0.01;0.58138;954;0.58138;305.162;189;0.713274972;582;40.79086;583;282914;0.599660358;283.527;206;0.29461;105.003;0.891101304;669;1994;0.18;0.599660358
348;0.554633231;0.01;0.23845;309;0.23845;279.97995;0;0.902062927;476;41.88415;542;186934;0.888813538;265.131;461;0.23845;110.218;1;1;0;NA;0.888813538
351;0.331351565;286;1.85881;0.77;1.22593;75.67628;0;0.451977717;154;37.1573567501336;301;559989;0.427446572;75.676;148;1.07213;186.882;0.995807676;734;2003;0.06;0.427446572
352;0.532803542;398;0.33963;1;0.33963;290.55955;119;0.837872047;212;37.1573567501336;338;1818;0.684613086;290.56;653;0.13028;113.995;1;654;2004;0.37;0.684613086
353;0.420692588;148;0.60033;148;0.60033;363.85914;233;0.589903022;311;37.1573567501336;439;219272;0.64068403;355.776;0.52;0.08124;90.199;0.915187711;1;2000;0.1;0.64068403
354;0.449002436;68;0.89742;465;0.37378;282.43546;156;0.602868067;532;-13.442;617;560818;0.334706549;278.082;663;0.19894;111.032;0.891884438;863;0;0;0.334706549
357;0.580095045;32;1.19076;449;0.55784;75.57179;0;0.806762596;16;37.1573567501336;331;138157;0.215080319;75.572;269;0.21825;100.032;0.9994248;1;2005;NA;0.215080319
358;0.369535728;12;0.53136;0.66;0.21433;338.1024;0;0.44802055;417;37.1573567501336;359;15327;0.401486711;333.769;596;0.05257;185.88;1;728;1998;0.12;0.401486711
359;0.420937755;355;2.13676;787;0.2295;298.10893;177;0.6051397;0.63;34.05349;749;296872;0.673875572;288.044;345;0.2295;94.031;0.892937884;328;1998;0.23;0.673875572
360;0.444025681;93;1.61515;385;0.08166;170.84036;0;0.720842183;0.44;37.1573567501336;542;307149;NA;165.32;0.91;0.08166;76.013;1;303;1999;0.23;0.23
362;0.557562472;44;0.5373;986;0.24217;213.49832;374;0.758678715;819;33.99604;645;658324;0.590252715;213.498;585;0.09424;202.233;1;78;2008;NA;0.590252715
363;0.452789477;85;2.129;453;0.33648;351.08526;0;0.560557984;691;27.94017;632;463518;0.428702263;343.748;578;0.18753;133.405;1;813;0;NA;0.428702263
366;0.310754057;0;0.59293;0;0.59293;305.89342;0;0.628886848;283;35.14968;369;212353;0.334706549;302.817;608;0.34978;124.872;0.964111224;0.93;2006;NA;0.334706549
368;0.387635478;135;0.31923;973;0.31923;135.52281;466;0;568;40.99471;581;748222;0;129.927;0.66;0.14126;169.878;0.985679067;179;0;NA;0
369;0.304547713;0;0.30834;0;0.30834;179.9571;198;0.541077953;926;40.71455;842;252341;NA;166.98;0.76;0.30834;100.621;0.964134923;0;2003;0.01;0.01
370;0.360648925;284;1.1531;0;0.56535;269.76608;2.775;0.53915621;0;37.1573567501336;175;588630;0;249.533;317;0.28115;101.01;0.869700238;681;0;NA;0
372;0.526458224;196;0.77969;0;0.77969;221.67465;0;0.842431482;403;37.1573567501336;548;665347;0.270775999;202.374;291;0.26828;91.483;1;537;2007;0.41;0.270775999
373;0.150857762;246;0.93991;717;0.33406;212.94975;415;0.29143326;438;37.1573567501336;498;678270;NA;204.637;532;0.33406;99.109;1;491;0;0;0
374;0.423356106;145;1.3845;569;0.5561;261.74649;0.2;0.571422802;503;43.57607;206;463706;0.340922756;250.16;0;0.28411;76.296;0.979051263;0.51;1999;NA;0.340922756
375;0.384601686;0.02;1.64604;691;1.00805;307.33016;4.261;0.566024302;716;37.1573567501336;699;282385;NA;289.448;168;1.00805;92.672;0.932742729;962;1993;0.16;0.16
376;0.343133497;214;0.5358;865;0.5358;225.67138;392;0.528835698;36;34.05349;0.57;597320;0.265861049;219.87;619;0.5358;116.984;1;672;1998;0.09;0.265861049
379;0.298269163;285;1.35837;964;0.36504;56.42404;61;0.501125001;137;37.1573567501336;418;420785;0;52.512;525;0.1167;123.695;1;782;0;0;0
381;0.267454194;14;0.96282;413;0.29098;134.03383;0;0.416985865;49;37.1573567501336;457;483228;0;125.167;48;0.12363;91.459;1;919;0;0;0
384;0.384018129;397;0.09181;0;0.09181;152.99873;868;0.565971267;635;43.64856;632;611925;NA;152.999;1;0.09181;140.872;1;336;0;0.03;0.03
389;0.510490081;19;0.69168;657;0.34694;193.64526;4.29;0.851218064;4;37.1573567501336;123;124147;0.304169503;184.082;1;0.17501;174.019;0.999734197;34;2007;NA;0.304169503
393;0.140390475;108;0.11951;538;0.11951;176.90077;456;0.363734084;345;37.1573567501336;424;126280;0;171.915;593;0.11951;97.619;0.852092269;0.53;0;NA;0
394;0.568491815;31;0.89598;0;0.23685;196.72771;0;0.79309437;8;37.1573567501336;254;204315;0.528782481;183.687;441;0.07084;183.808;0.947278167;0;2002;NA;0.528782481
395;0.345063467;382;0.69115;85;0.69115;281.46893;357;0.560882279;346;37.1573567501336;361;244757;0.425124658;275.725;0.42;0.37772;92.044;1;1;2009;0.01;0.425124658
396;0.421973968;0.43;1.03893;716;0.56712;224.20853;0;0.67161064;634;38.25486;492;152147;0.524969055;214.866;656;0.32384;126.806;0.97641938;969;2004;NA;0.524969055
397;0;7;0.61402;896;0.15905;170.31791;293;0.384772191;0;37.1573567501336;0;437901;0;163.318;569;0.15905;108.912;1;765;0;0.19;0
398;0.328073305;56;1.06833;851;0.31018;361.53424;0;0.494073815;196;37.1573567501336;296;235400;0.255519804;356.525;721;0.31018;160.731;0.935702622;0;0;0;0.255519804
400;0.279901462;89;1.0497;731;0.1423;367.43791;357;0.338173032;173;37.1573567501336;303;380552;0;362.458;374;0.1423;203.964;1;0;2000;NA;0
402;0.613443198;58;0.87556;546;258;215.53587;0;0.815437803;806;37.1573567501336;696;389989;NA;213.008;555;0.10284;188.924;1;0;2005;0.46;0.46
